ESTADO_DE_RESULTADOS,TRANSACCION,NEGOCIO,FECHA,PROVEEDOR,IMPORTE,CATEGORIA,CATEGORIA_ORIG,DESCRIPCION
Costo de Venta,Egreso,LA CASA DE ADOBE,03/07/2025,,56.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,03/07/2025,,278.5,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Costo de Venta,Egreso,LA CASA DE ADOBE,03/07/2025,,172.04,PLASTICOS,PLASTICOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/07/2025,,4482.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/07/2025,,541.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/07/2025,,119.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/07/2025,,90.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,04/07/2025,,9190.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,04/07/2025,,9495.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,04/07/2025,,740.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/07/2025,,199.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/07/2025,,3141.6,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/07/2025,,666.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/07/2025,,1900.0,GAS,GAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/07/2025,,1600.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,05/07/2025,,9382.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,05/07/2025,,6292.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,05/07/2025,,265.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,05/07/2025,,980.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,05/07/2025,,403.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,05/07/2025,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/07/2025,,4702.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/07/2025,,350.0,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,06/07/2025,,16892.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,06/07/2025,,14254.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/07/2025,,284.0,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/07/2025,,66.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/07/2025,,19.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,06/07/2025,,829.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,06/07/2025,,1131.0,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,07/07/2025,,7956.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,07/07/2025,,4995.8,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,07/07/2025,,1679.15,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,07/07/2025,,180.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,07/07/2025,,369.8,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,08/07/2025,,5499.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,08/07/2025,,5904.25,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,08/07/2025,,2045.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,08/07/2025,,64.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,08/07/2025,,269.25,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,08/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,09/07/2025,,17603.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,09/07/2025,,3187.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,09/07/2025,,304.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,09/07/2025,,2530.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/07/2025,,100.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/07/2025,,190.6,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/07/2025,,2400.0,MANTENIMIENTO,MANTENIMIENTO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/07/2025,,50.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,10/07/2025,,11301.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,10/07/2025,,4516.4,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,10/07/2025,,1469.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,10/07/2025,,530.99,CERVEZAS,CERVEZAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,10/07/2025,,266.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,10/07/2025,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/07/2025,,130.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/07/2025,,254.4,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/07/2025,,25.0,MANTENIMIENTO,MANTENIMIENTO,
Ventas,Ingreso,LA CASA DE ADOBE,11/07/2025,,10265.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,11/07/2025,,7116.2,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,11/07/2025,,160.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,11/07/2025,,50.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,11/07/2025,,1399.45,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/07/2025,,344.2,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/07/2025,,264.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,12/07/2025,,19111.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,12/07/2025,,10290.3,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/07/2025,,18.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,12/07/2025,,985.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,12/07/2025,,56.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/07/2025,,506.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/07/2025,,1900.0,GAS,GAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/07/2025,,200.0,MANTENIMIENTO,MANTENIMIENTO,
Ventas,Ingreso,LA CASA DE ADOBE,13/07/2025,,23086.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,13/07/2025,,12987.8,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,13/07/2025,,240.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,13/07/2025,,110.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,13/07/2025,,240.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/07/2025,,105.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/07/2025,,930.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/07/2025,,697.8,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,14/07/2025,,17387.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,14/07/2025,,11953.1,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/07/2025,,516.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,14/07/2025,,1406.6,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/07/2025,,344.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/07/2025,,1070.0,HUEVOS,HUEVOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/07/2025,,1166.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/07/2025,,800.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/07/2025,,84.42,MANTENIMIENTO,MANTENIMIENTO,
Ventas,Ingreso,LA CASA DE ADOBE,15/07/2025,,17656.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,15/07/2025,,10818.48,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,15/07/2025,,104.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,15/07/2025,,204.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,15/07/2025,,351.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,15/07/2025,,19.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/07/2025,,13366.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/07/2025,,594.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,16/07/2025,,15919.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,16/07/2025,,11698.1,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,16/07/2025,,50.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,16/07/2025,,220.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/07/2025,,8789.6,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/07/2025,,622.1,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,17/07/2025,,6691.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,17/07/2025,,11609.9,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,17/07/2025,,200.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,17/07/2025,,4182.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,17/07/2025,,826.9,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,18/07/2025,,6533.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,18/07/2025,,11105.4,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,18/07/2025,,88.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,18/07/2025,,3647.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,18/07/2025,,635.4,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,19/07/2025,,10551.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,19/07/2025,,6774.7,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,19/07/2025,,280.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,19/07/2025,,1378.65,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,19/07/2025,,48.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,19/07/2025,,210.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,19/07/2025,,8061.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,19/07/2025,,392.7,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,19/07/2025,,30.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,20/07/2025,,27052.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,20/07/2025,,5322.2,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,20/07/2025,,228.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,20/07/2025,,987.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,20/07/2025,,44.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,20/07/2025,,5737.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,20/07/2025,,440.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,20/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,21/07/2025,,10028.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,21/07/2025,,5578.2,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,21/07/2025,,57.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,21/07/2025,,85.0,CERVEZAS,CERVEZAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,21/07/2025,,665.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,21/07/2025,,397.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,21/07/2025,,1900.0,GAS,GAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,21/07/2025,,1000.0,MANTENIMIENTO,MANTENIMIENTO,
Ventas,Ingreso,LA CASA DE ADOBE,22/07/2025,,5102.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,22/07/2025,,5589.3,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,22/07/2025,,145.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,22/07/2025,,1598.02,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,22/07/2025,,64.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,22/07/2025,,19.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,22/07/2025,,299.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,22/07/2025,,324.3,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,23/07/2025,,10606.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,23/07/2025,,3476.5,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,23/07/2025,,44.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,23/07/2025,,260.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,23/07/2025,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,23/07/2025,,109.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,23/07/2025,,241.5,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,24/07/2025,,6929.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,24/07/2025,,6167.1,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,24/07/2025,,310.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,24/07/2025,,1104.75,CERVEZAS,CERVEZAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,24/07/2025,,276.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,24/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,25/07/2025,,7881.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,25/07/2025,,6461.85,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,25/07/2025,,145.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,25/07/2025,,990.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,25/07/2025,,2210.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,25/07/2025,,1281.47,CERVEZAS,CERVEZAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,25/07/2025,,80.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,25/07/2025,,215.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,25/07/2025,,367.85,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,26/07/2025,,11184.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,26/07/2025,,2323.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/07/2025,,300.38,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/07/2025,,208.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/07/2025,,146.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/07/2025,,470.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/07/2025,,148.0,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,27/07/2025,,22693.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,27/07/2025,,16162.1,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,27/07/2025,,483.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,27/07/2025,,1427.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,27/07/2025,,66.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,27/07/2025,,200.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/07/2025,,1273.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/07/2025,,882.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,28/07/2025,,5801.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,28/07/2025,,4290.9,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,28/07/2025,,224.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,28/07/2025,,1458.45,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,28/07/2025,,1840.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,28/07/2025,,56.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/07/2025,,270.9,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/07/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,29/07/2025,,7066.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,29/07/2025,,6903.2,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,29/07/2025,,44.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/07/2025,,526.2,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,30/07/2025,,7010.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,30/07/2025,,6461.0,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,30/07/2025,,1423.5,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,30/07/2025,,1121.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,30/07/2025,,64.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,30/07/2025,,40.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Costo de Venta,Egreso,LA CASA DE ADOBE,30/07/2025,,22.0,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,30/07/2025,,392.4,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,30/07/2025,,1900.0,GAS,GAS,
Ventas,Ingreso,LA CASA DE ADOBE,31/07/2025,,4816.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,31/07/2025,,10783.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,31/07/2025,,1054.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,31/07/2025,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,31/07/2025,,3392.0,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,31/07/2025,,864.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,31/07/2025,,35.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,01/08/2025,,12488.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,01/08/2025,,6720.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,01/08/2025,,284.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,01/08/2025,,215.98,CERVEZAS,CERVEZAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,01/08/2025,,210.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/08/2025,,8685.2,NOMINAS,NOMINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/08/2025,,533.6,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,01/08/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,02/08/2025,,9808.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,02/08/2025,,11442.3,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,02/08/2025,,260.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,02/08/2025,,80.0,AGUA Y HIELO,AGUA Y HIELO,
