ESTADO_DE_RESULTADOS,TRANSACCION,NEGOCIO,FECHA,PROVEEDOR,IMPORTE,CATEGORIA,CATEGORIA_ORIG,DESCRIPCION
Gasto Operativo,Egreso,LA CASA DE ADOBE,24/12/2025,,522.1,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,26/12/2025,,11700.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,26/12/2025,,12642.8,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,26/12/2025,,124.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/12/2025,,572.0,CERVEZAS,CERVEZAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/12/2025,,50.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/12/2025,,936.8,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/12/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,27/12/2025,,9625.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,27/12/2025,,13544.1,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,27/12/2025,,420.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,27/12/2025,,1435.2,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,27/12/2025,,66.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,27/12/2025,,210.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Costo de Venta,Egreso,LA CASA DE ADOBE,27/12/2025,,30.0,ABARROTES,ABARROTES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/12/2025,,650.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/12/2025,,55.0,DESCUENTOS,DESCUENTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/12/2025,,920.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/12/2025,,1900.0,GAS,GAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/12/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,28/12/2025,,17912.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,28/12/2025,,10754.5,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,28/12/2025,,1055.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,28/12/2025,,1350.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/12/2025,,699.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/12/2025,,150.0,AGUA POTABLE,AGUA POTABLE,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/12/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,29/12/2025,,12169.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,29/12/2025,,4190.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,29/12/2025,,170.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,29/12/2025,,430.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/12/2025,,242.6,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/12/2025,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,30/12/2025,,17789.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,30/12/2025,,7424.7,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,30/12/2025,,210.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,30/12/2025,,426.7,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,31/12/2025,,5814.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,31/12/2025,,7715.6,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,31/12/2025,,980.0,HUEVOS,HUEVOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,31/12/2025,,559.6,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,02/01/2026,,11540.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,02/01/2026,,8150.55,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,02/01/2026,,285.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,02/01/2026,,1027.5,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,02/01/2026,,48.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,02/01/2026,,515.55,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,02/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,03/01/2026,,7528.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,03/01/2026,,5433.0,PAGO CON TARJETA,PAGO CON TARJETA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/01/2026,,160.0,DESCUENTOS,DESCUENTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,03/01/2026,,406.0,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,04/01/2026,,14236.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,04/01/2026,,13232.4,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/01/2026,,240.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,04/01/2026,,1260.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,04/01/2026,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/01/2026,,259.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/01/2026,,84.0,DESCUENTOS,DESCUENTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,04/01/2026,,1017.4,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,05/01/2026,,2749.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,05/01/2026,,5375.5,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,05/01/2026,,540.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/01/2026,,457.15,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/01/2026,,1900.0,GAS,GAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,05/01/2026,,50.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,06/01/2026,,6780.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,06/01/2026,,7131.3,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,06/01/2026,,430.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/01/2026,,1030.0,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,06/01/2026,,270.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,06/01/2026,,476.3,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,06/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,07/01/2026,,4693.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,07/01/2026,,5472.0,PAGO CON TARJETA,PAGO CON TARJETA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,07/01/2026,,417.0,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,08/01/2026,,7771.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,08/01/2026,,3777.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,08/01/2026,,140.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,08/01/2026,,1379.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,08/01/2026,,912.65,CERVEZAS,CERVEZAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,08/01/2026,,210.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,08/01/2026,,55.0,DESCUENTOS,DESCUENTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,08/01/2026,,284.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,08/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,09/01/2026,,6881.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,09/01/2026,,4720.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,09/01/2026,,220.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,09/01/2026,,900.0,HUEVOS,HUEVOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/01/2026,,284.6,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,09/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,10/01/2026,,10820.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,10/01/2026,,2638.8,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,10/01/2026,,1087.5,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/01/2026,,100.0,DESCUENTOS,DESCUENTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,10/01/2026,,177.8,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,11/01/2026,,18714.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,11/01/2026,,7530.1,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,11/01/2026,,1170.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,11/01/2026,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/01/2026,,159.0,DESCUENTOS,DESCUENTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,11/01/2026,,451.1,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,12/01/2026,,6967.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,12/01/2026,,3396.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,12/01/2026,,264.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/01/2026,,70.0,OTROS GASTOS,OTROS GASTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/01/2026,,87.0,DESCUENTOS,DESCUENTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/01/2026,,201.6,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,12/01/2026,,50.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,13/01/2026,,8156.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,13/01/2026,,4628.1,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,13/01/2026,,360.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,13/01/2026,,1543.77,CARNES,CARNES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/01/2026,,352.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,13/01/2026,,50.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,14/01/2026,,7602.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,14/01/2026,,5897.2,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,14/01/2026,,145.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/01/2026,,220.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,14/01/2026,,180.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/01/2026,,469.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,14/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,15/01/2026,,7459.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,15/01/2026,,11191.1,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,15/01/2026,,217.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,15/01/2026,,799.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,15/01/2026,,210.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/01/2026,,95.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/01/2026,,779.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,15/01/2026,,30.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,16/01/2026,,10425.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,16/01/2026,,9939.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,16/01/2026,,354.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/01/2026,,45.0,DEVOLUCIONES Y CANCELACIONES,DEVOLUCIONES Y CANCELACIONES,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/01/2026,,728.6,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/01/2026,,1900.0,GAS,GAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,16/01/2026,,50.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,17/01/2026,,10328.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,17/01/2026,,10965.0,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,17/01/2026,,429.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,17/01/2026,,6120.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,17/01/2026,,957.39,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,17/01/2026,,20.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,17/01/2026,,124.0,OTROS GASTOS,OTROS GASTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,17/01/2026,,714.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,17/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,18/01/2026,,14375.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,18/01/2026,,15267.4,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,18/01/2026,,198.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,18/01/2026,,1590.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,18/01/2026,,828.4,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,18/01/2026,,30.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,19/01/2026,,7380.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,19/01/2026,,4664.3,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,19/01/2026,,160.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,19/01/2026,,210.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,19/01/2026,,289.1,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,19/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,20/01/2026,,6381.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,20/01/2026,,9762.6,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,20/01/2026,,104.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,20/01/2026,,290.0,AGUA Y HIELO,AGUA Y HIELO,
Gasto Operativo,Egreso,LA CASA DE ADOBE,20/01/2026,,583.6,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,21/01/2026,,8410.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,21/01/2026,,4401.5,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,21/01/2026,,48.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Costo de Venta,Egreso,LA CASA DE ADOBE,21/01/2026,,70.0,ABARROTES,ABARROTES,
Costo de Venta,Egreso,LA CASA DE ADOBE,21/01/2026,,50.0,PLASTICOS,PLASTICOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,21/01/2026,,200.5,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,22/01/2026,,7754.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,22/01/2026,,5753.7,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,22/01/2026,,440.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,22/01/2026,,572.0,CERVEZAS,CERVEZAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,22/01/2026,,120.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,22/01/2026,,411.7,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,22/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,23/01/2026,,8301.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,23/01/2026,,4846.25,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,23/01/2026,,969.63,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,23/01/2026,,855.0,HUEVOS,HUEVOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,23/01/2026,,312.19,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,24/01/2026,,7083.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,24/01/2026,,5304.2,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,24/01/2026,,169.0,LACTEOS,LACTEOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,24/01/2026,,120.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,24/01/2026,,482.2,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,24/01/2026,,1900.0,GAS,GAS,
Ventas,Ingreso,LA CASA DE ADOBE,25/01/2026,,12028.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,25/01/2026,,14390.3,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,25/01/2026,,1260.0,TORTILLAS,TORTILLAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,25/01/2026,,55.0,CERVEZAS,CERVEZAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,25/01/2026,,858.3,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,26/01/2026,,6925.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,26/01/2026,,3839.5,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,26/01/2026,,114.0,TRANSFERENCIAS,TRANSFERENCIAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/01/2026,,16.0,"FRUTAS, VERDURAS, CHILES Y SEMILLAS","FRUTAS, VERDURAS, CHILES Y SEMILLAS",
Costo de Venta,Egreso,LA CASA DE ADOBE,26/01/2026,,970.55,CARNES,CARNES,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/01/2026,,500.0,AGUA Y HIELO,AGUA Y HIELO,
Costo de Venta,Egreso,LA CASA DE ADOBE,26/01/2026,,179.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/01/2026,,1851.0,OTROS GASTOS,OTROS GASTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/01/2026,,277.5,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,26/01/2026,,10.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,27/01/2026,,2682.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,27/01/2026,,6321.16,PAGO CON TARJETA,PAGO CON TARJETA,
Ventas,Ingreso,LA CASA DE ADOBE,27/01/2026,,570.0,TRANSFERENCIAS,TRANSFERENCIAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/01/2026,,75.95,OTROS GASTOS,OTROS GASTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/01/2026,,372.15,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,27/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,28/01/2026,,2917.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,28/01/2026,,6119.85,PAGO CON TARJETA,PAGO CON TARJETA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/01/2026,,431.0,PROPINAS,PROPINAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,28/01/2026,,25.0,MOTOENVIOS,MOTOENVIOS,
Ventas,Ingreso,LA CASA DE ADOBE,29/01/2026,,10384.05,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,29/01/2026,,2370.15,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,29/01/2026,,572.25,CERVEZAS,CERVEZAS,
Costo de Venta,Egreso,LA CASA DE ADOBE,29/01/2026,,120.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/01/2026,,25.0,OTROS GASTOS,OTROS GASTOS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,29/01/2026,,160.15,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,30/01/2026,,6836.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,30/01/2026,,10245.5,PAGO CON TARJETA,PAGO CON TARJETA,
Gasto Operativo,Egreso,LA CASA DE ADOBE,30/01/2026,,730.5,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,31/01/2026,,8642.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,31/01/2026,,4556.3,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,31/01/2026,,156.0,TORTILLAS,TORTILLAS,
Gasto Operativo,Egreso,LA CASA DE ADOBE,31/01/2026,,241.3,PROPINAS,PROPINAS,
Ventas,Ingreso,LA CASA DE ADOBE,01/02/2026,,14412.0,PAGO EFECTIVO,PAGO EFECTIVO,
Ventas,Ingreso,LA CASA DE ADOBE,01/02/2026,,16457.4,PAGO CON TARJETA,PAGO CON TARJETA,
Costo de Venta,Egreso,LA CASA DE ADOBE,01/02/2026,,848.0,HUEVOS,HUEVOS,
Costo de Venta,Egreso,LA CASA DE ADOBE,01/02/2026,,120.0,PANADERIA Y REPOSTERIA,PANADERIA Y REPOSTERIA,
